0	0
0.001	31.366
0.002	71.599
0.003	118.058
0.004	166.481
0.004	216.456
0.005	267.827
0.006	315.008
0.007	358.324
0.007	397.976
0.008	434.994
0.008	470.739
0.009	504.082
0.009	535.276
0.01	563.395
0.01	590.294
0.011	617.329
0.011	646.403
0.012	676.682
0.013	708.705
0.013	742.203
0.014	776.691
0.015	812.051
0.015	847.43
0.016	880.736
0.016	911.015
0.017	940.396
0.018	968.758
0.018	995.742
0.019	1021.799
0.019	1047.215
0.02	1071.74
0.02	1093.061
0.02	1112.204
0.021	1131.469
0.021	1152.643
0.022	1175.542
0.023	1199.61
0.023	1224.939
0.024	1250.616
0.024	1277.521
0.025	1305.915
0.026	1332.755
0.026	1358.094
0.027	1380.549
0.027	1401.62
0.028	1421.999
0.028	1442.256
0.029	1462.847
0.029	1484.131
0.03	1504.723
0.03	1522.758
0.031	1538.665
0.031	1554.948
0.032	1571.983
0.032	1591.228
0.033	1612.273
0.033	1634.149
0.034	1657.59
0.035	1682.227
0.035	1708.394
0.036	1735.167
0.036	1759.992
0.037	1782.5
0.038	1803.425
0.038	1823.929
0.039	1844.389
0.039	1865.209
0.04	1886.012
0.04	1906.347
0.041	1925.123
0.041	1942.031
0.042	1956.989
0.042	1972.979
0.043	1990.823
0.043	2010.545
0.044	2031.647
0.044	2054.249
0.045	2078.363
0.046	2103.488
0.046	2129.465
0.047	2153.765
0.047	2175.553
0.048	2195.007
0.048	2213.551
0.049	2232.268
0.05	2251.384
0.05	2270.723
0.051	2289.86
0.051	2307.054
0.052	2322.756
0.052	2337.131
0.052	2351.487
0.053	2367.518
0.054	2386.066
0.054	2406.689
0.055	2428.432
0.055	2451.048
0.056	2473.669
0.056	2496.945
0.057	2520.457
0.058	2541.679
0.058	2559.971
0.059	2577.724
0.059	2595.427
0.06	2613.195
0.06	2631.301
0.061	2650.082
0.061	2669.074
0.062	2685.98
0.062	2700.957
0.063	2715.439
0.063	2730.878
0.064	2747.601
0.064	2767.348
0.065	2788.629
0.065	2810.641
0.066	2833.556
0.067	2858.285
0.067	2883.037
0.068	2905.731
0.069	2925.461
0.069	2944.114
0.07	2961.914
0.07	2978.785
0.071	2995.628
0.071	3013.304
0.072	3031.313
0.072	3047.741
0.073	3061.827
0.073	3075.437
0.074	3089.59
0.074	3106.033
0.075	3124.586
0.075	3143.984
0.076	3164.304
0.076	3185.412
0.077	3208.677
0.078	3231.96
0.078	3255.408
0.079	3276.966
0.079	3295.409
0.08	3312.006
0.08	3329.171
0.081	3347.17
0.081	3363.824
0.082	3379.89
0.082	3394.845
0.083	3408.187
0.083	3421.765
0.084	3436.018
0.084	3451.433
0.085	3468.678
0.085	3488.417
0.086	3509.044
0.087	3530.84
0.087	3553.593
0.088	3577.089
0.089	3600.596
0.089	3622.878
0.09	3642.733
0.09	3660.404
0.091	3677.993
0.091	3694.341
0.092	3711.119
0.092	3728.698
0.093	3745.127
0.093	3760.213
0.094	3774.016
0.094	3787.07
0.095	3802.025
0.095	3818.738
0.096	3836.239
0.096	3855.24
0.097	3875.54
0.098	3896.991
0.098	3919.289
0.099	3942.335
0.099	3964.914
0.1	3984.841
0.1	4002.589
0.101	4019.742
0.102	4036.416
0.102	4052.805
0.103	4068.952
0.103	4085.291
0.104	4100.529
0.104	4114.407
0.104	4127.853
0.105	4141.427
0.105	4156.213
0.106	4173.304
0.107	4191.449
0.107	4210.356
0.108	4229.969
0.108	4251.43
0.109	4275.048
0.11	4298.189
0.11	4319.484
0.111	4338.002
0.111	4355.985
0.112	4373.383
0.112	4390.521
0.113	4408.103
0.113	4425.132
0.114	4440.483
0.114	4454.295
0.115	4467.934
0.115	4481.203
0.116	4496.097
0.116	4511.575
0.117	4528.708
0.117	4546.641
0.118	4565.73
0.119	4587.212
0.119	4609.773
0.12	4631.668
0.12	4651.879
0.121	4670.303
0.122	4687.914
0.122	4705.224
0.123	4722.688
0.123	4739.096
0.124	4755.148
0.124	4770.866
0.125	4784.307
0.125	4796.995
0.126	4808.839
0.126	4821.941
0.127	4836.983
0.127	4853.373
0.128	4871.788
0.128	4890.434
0.129	4909.448
0.129	4930.753
0.13	4952.563
0.131	4973.204
0.131	4991.511
0.132	5008.056
0.132	5024.198
0.133	5041.569
0.133	5058.587
0.134	5075.174
0.134	5091.912
0.135	5108.651
0.135	5122.707
0.136	5136.007
0.136	5149.196
0.137	5163.572
0.137	5179.201
0.138	5196.196
0.139	5214.932
0.139	5234.795
0.14	5255.806
0.141	5276.962
0.141	5297.093
0.142	5315.939
0.142	5332.166
0.143	5347.457
0.143	5362.35
0.144	5378.078
0.144	5393.527
0.145	5409.634
0.145	5425.116
0.146	5438.353
0.146	5450.385
0.147	5462.19
0.147	5475.522
0.148	5491.161
0.148	5507.815
0.149	5526.288
0.149	5545.248
0.15	5565.314
0.151	5587.01
0.151	5607.598
0.152	5626.331
0.152	5642.151
0.153	5656.894
0.153	5671.276
0.154	5685.536
0.155	5700.319
0.155	5715.47
0.156	5729.758
0.156	5744.598
0.156	5757.464
0.157	5770.656
0.157	5783.869
0.158	5798.478
0.159	5815.158
0.159	5833.638
0.16	5852.792
0.16	5873.223
0.161	5894.668
0.162	5915.81
0.162	5935.294
0.163	5952.26
0.163	5967.981
0.164	5983.653
0.164	5998.957
0.165	6013.219
0.165	6027.471
0.166	6041.638
0.166	6054.991
0.167	6067.597
0.167	6079.486
0.168	6090.667
0.168	6103.825
0.169	6119.843
0.169	6137.14
0.17	6153.568
0.171	6171.94
0.171	6192.007
0.172	6212.742
0.173	6232.312
0.173	6250.305
0.174	6265.325
0.174	6279.346
0.175	6293.765
0.175	6307.967
0.176	6321.938
0.176	6336.523
0.177	6350.207
0.177	6363.271
0.178	6375.824
0.178	6387.364
0.178	6400.038
0.179	6413.643
0.18	6429.425
0.18	6445.397
0.181	6463.243
0.181	6483.253
0.182	6505.107
0.183	6526.421
0.183	6546.679
0.184	6563.381
0.184	6578.971
0.185	6593.62
0.185	6607.861
0.186	6622.526
0.186	6637.112
0.187	6650.43
0.187	6662.747
0.188	6674.011
0.188	6685.607
0.189	6697.85
0.189	6712.026
0.19	6726.769
0.191	6743.82
0.191	6761.863
0.192	6780.609
0.192	6799.797
0.193	6819.222
0.194	6838.04
0.194	6854.104
0.195	6868.804
0.195	6882.86
0.196	6895.782
0.196	6909.284
0.197	6922.737
0.197	6936.274
0.198	6949.096
0.198	6960.812
0.199	6972.238
0.199	6983.233
0.2	6995.578
0.2	7010.001
0.201	7025.792
0.201	7041.732
0.202	7059.536
0.203	7078.689
0.203	7098.036
0.204	7117.388
0.204	7135.265
0.205	7150.24
0.206	7164.607
0.206	7178.607
0.207	7192.544
0.207	7206.919
0.208	7221.287
0.208	7234.705
0.209	7247.284
0.209	7258.4
0.21	7269.984
0.21	7282.654
0.211	7296.891
0.211	7311.246
0.212	7327.278
0.212	7344.729
0.213	7363.358
0.214	7382.339
0.214	7401.215
0.215	7419.564
0.215	7434.26
0.216	7447.389
0.216	7460.288
0.217	7473.242
0.217	7486.134
0.218	7498.479
0.218	7510.919
0.219	7523.375
0.219	7534.565
0.22	7544.963
0.22	7555.81
0.221	7568.231
0.221	7582.74
0.222	7599.36
0.223	7615.492
0.223	7633.059
0.224	7652.626
0.224	7671.626
0.225	7688.737
0.226	7703.082
0.226	7716.429
0.227	7729.411
0.227	7741.643
0.228	7754.156
0.228	7767.411
0.229	7780.173
0.229	7792.816
0.23	7804.793
0.23	7814.975
0.231	7825.367
0.231	7837.303
0.232	7851.713
0.232	7867.145
0.233	7884.137
0.233	7901.388
0.234	7920.033
0.235	7938.733
0.235	7955.945
0.236	7970.911
0.236	7984.15
0.237	7997.309
0.238	8009.541
0.238	8021.315
0.239	8033.259
0.239	8045.727
0.24	8057.529
0.24	8068.499
0.24	8077.288
0.241	8086.279
0.241	8097.191
0.242	8109.726
0.243	8123.638
0.243	8139.575
0.244	8155.845
0.244	8172.851
0.245	8191.385
0.246	8209.876
0.246	8226.196
0.247	8240.44
0.247	8252.653
0.248	8263.403
0.248	8273.864
0.249	8285.099
0.249	8296.735
0.25	8309.074
0.25	8320.246
0.251	8329.373
0.251	8337.601
0.252	8347.275
0.252	8358.838
0.253	8372.406
0.253	8386.698
0.254	8402.739
0.255	8419.939
0.255	8438.765
0.256	8457.197
0.257	8473.893
0.257	8487.938
0.258	8500.532
0.258	8512.378
0.259	8523.576
0.259	8534.605
0.26	8545.675
0.26	8557.174
0.261	8567.075
0.261	8575.683
0.262	8583.865
0.262	8592.558
0.262	8602.794
0.263	8615.147
0.264	8628.843
0.264	8643.97
0.265	8659.707
0.265	8675.961
0.266	8692.7
0.267	8709.686
0.267	8724.445
0.268	8736.624
0.268	8748.093
0.269	8759.05
0.269	8770.546
0.27	8782.058
0.27	8793.425
0.271	8804.44
0.271	8814.555
0.272	8822.718
0.272	8830.873
0.273	8840.265
0.273	8851.531
0.274	8865.022
0.274	8879.369
0.275	8894.652
0.276	8910.433
0.276	8926.7
0.277	8944.08
0.278	8959.893
0.278	8973.03
0.279	8984.751
0.279	8996.312
0.28	9007.518
0.28	9019.39
0.281	9031.09
0.281	9042.071
0.282	9051.357
0.282	9059.098
0.283	9066.58
0.283	9074.952
0.284	9085.854
0.284	9097.966
0.285	9111.988
0.285	9126.157
0.286	9140.793
0.287	9157.292
0.287	9174.972
0.288	9190.356
0.288	9203.07
0.289	9213.714
0.289	9224.248
0.29	9234.263
0.291	9244.302
0.291	9254.791
0.292	9265.262
0.292	9275.588
0.293	9284.658
0.293	9292.591
0.293	9300.989
0.294	9310.546
0.295	9322.118
0.295	9335.289
0.296	9349.078
0.296	9363.375
0.297	9379.442
0.298	9395.738
0.298	9411.621
0.299	9426.116
0.299	9438.077
0.3	9448.984
0.3	9459.588
0.301	9470.522
0.301	9481.929
0.302	9492.892
0.302	9502.635
0.303	9510.978
0.303	9518.341
0.304	9526.383
0.304	9535.347
0.305	9546.717
0.305	9559.066
0.306	9572.222
0.307	9587.046
0.307	9602.591
0.308	9618.256
0.308	9633.414
0.309	9648.192
0.31	9660.569
0.31	9670.896
0.311	9681.041
0.311	9690.381
0.312	9700.106
0.312	9711.358
0.313	9721.355
0.313	9729.58
0.314	9737.108
0.314	9744.983
0.315	9754.088
0.315	9763.907
0.316	9775.208
0.316	9787.651
0.317	9801.521
0.317	9816.632
0.318	9832.149
0.319	9847.528
0.319	9862.311
0.32	9875.419
0.32	9885.489
0.321	9895.183
0.321	9904.966
0.322	9914.844
0.322	9924.874
0.323	9934.295
0.323	9943.593
0.324	9951.956
0.324	9960.216
0.325	9968.186
0.325	9977.03
0.326	9988.516
0.327	10001.288
0.327	10014.317
0.328	10028.492
0.328	10043.855
0.329	10060.09
0.33	10075.623
0.33	10088.402
0.331	10098.846
0.331	10107.847
0.332	10117.777
0.332	10127.149
0.333	10135.864
0.333	10145.403
0.334	10154.03
0.334	10161.026
0.335	10167.405
0.335	10174.065
0.336	10181.896
0.336	10191.295
0.337	10202.518
0.337	10214.012
0.338	10225.781
0.339	10239.483
0.339	10253.99
0.34	10268.754
0.34	10281.777
0.341	10292.533
0.341	10301.853
0.342	10310.451
0.343	10320.131
0.343	10329.145
0.344	10337.841
0.344	10345.637
0.345	10352.641
0.345	10358.789
0.345	10364.438
0.346	10371.727
0.346	10380.733
0.347	10391.343
0.348	10403.116
0.348	10414.909
0.349	10428.189
0.349	10443.542
0.35	10458.598
0.351	10472.581
0.351	10483.343
0.352	10492.808
0.352	10502.14
0.353	10511.584
0.353	10520.976
0.354	10529.889
0.354	10538.975
0.355	10546.843
0.355	10553.854
0.356	10559.983
0.356	10566.117
